0.25,"(0.4298938697569931, 0.45937753892936434, 0.49451962345908107, 0.5192978862494082, 0.09737180609071834, 0.17141019594793994, 0.23525608780709698, 0.2777522492187382, 0.43955891840163813, 0.6578229837109909, 0.8371921563851802, 0.9495098039215686)"
0.25,"(0.4308228490380423, 0.4614141562405172, 0.49611308257187914, 0.521733007747229, 0.09765916241255743, 0.17183754637529036, 0.23493557498658416, 0.2777522492187382, 0.4406700295127492, 0.658934094822102, 0.8367019603067489, 0.9495098039215686)"
0.25,"(0.43279314097899896, 0.46307330423111864, 0.4974571301521099, 0.5233572941752656, 0.09765916241255743, 0.17178300869315105, 0.23528279720880638, 0.2777522492187382, 0.4406700295127492, 0.6554050544180615, 0.8378130714178601, 0.9495098039215686)"
0.25,"(0.4349556876545076, 0.46502288813052906, 0.49861094510166376, 0.5225746068458333, 0.09836966883734959, 0.17187467226307548, 0.2353555485315577, 0.2777522492187382, 0.44339438848710816, 0.6556033223108266, 0.8374090310138197, 0.9495098039215686)"
0.25,"(0.43652466639005955, 0.46445908035200567, 0.4985550141608532, 0.5211848683598197, 0.09871569990272025, 0.171169656794069, 0.2353555485315577, 0.2777522492187382, 0.44502654859752905, 0.6538239524432214, 0.8374090310138197, 0.9495098039215686)"
0.25,"(0.4007560050525996, 0.44889209543401026, 0.48238129498425153, 0.5079058138399528, 0.09531728852943112, 0.17258152898071605, 0.23653807054997397, 0.2777522492187382, 0.43470849105121073, 0.6583586395631431, 0.843722091591586, 0.9495098039215686)"
0.25,"(0.4011293872503959, 0.4490363564051264, 0.4826883869482676, 0.5078998691183392, 0.0948689454495091, 0.17253367554894133, 0.23621127316435306, 0.2777522492187382, 0.433551592394312, 0.6623990436035471, 0.8395554249249193, 0.9495098039215686)"
0.25,"(0.404190122684781, 0.45061879274950356, 0.4846606258559163, 0.5096858123768271, 0.09614314387661135, 0.17157561572605007, 0.23587793983101973, 0.2777522492187382, 0.43760913207685176, 0.6585446612709038, 0.8380402734097677, 0.9495098039215686)"
0.25,"(0.4084394125432434, 0.4515877707809796, 0.48634816937770503, 0.5106418921309267, 0.09653666239512988, 0.1715819002911582, 0.23496047572599568, 0.2777522492187382, 0.43831960216232185, 0.6593365164745237, 0.8331056328868919, 0.9495098039215686)"
0.25,"(0.4102733425083322, 0.4535954946678223, 0.48787819691923684, 0.5121000281072007, 0.0968989812357096, 0.17061150849145107, 0.23436673886176704, 0.2777522492187382, 0.4398347536774734, 0.6569504765884838, 0.8321524738454976, 0.9495098039215686)"
0.25,"(0.4200849307231504, 0.45738913588998037, 0.4900752865280142, 0.5144090503263727, 0.09727776911449747, 0.17195796485839926, 0.23464922473747324, 0.2777522492187382, 0.44047577931849896, 0.6601377985258058, 0.8349302516232754, 0.9495098039215686)"
0.25,"(0.4297500737481316, 0.46028668147559365, 0.49411283847666687, 0.5181811264633294, 0.09765916241255743, 0.17171883792324857, 0.23494162239829197, 0.2777522492187382, 0.4406700295127492, 0.6596748355628428, 0.8355254897185135, 0.9495098039215686)"
0.25,"(0.4301607446732544, 0.4619083258790249, 0.49570596219766744, 0.5207893775353231, 0.09765916241255743, 0.172146188350599, 0.23462110957777912, 0.2777522492187382, 0.4406700295127492, 0.6607859466739539, 0.8350352936400822, 0.9495098039215686)"
0.25,"(0.43229053297227477, 0.4650454229246467, 0.49724035468590605, 0.5226338488635093, 0.09765916241255743, 0.17149565237131195, 0.23496833180000137, 0.2777522492187382, 0.4406700295127492, 0.6542939433069505, 0.8361464047511934, 0.9495098039215686)"
0.25,"(0.43445307964778357, 0.4651027338161826, 0.49741167126126345, 0.5215652150277414, 0.0980295327829278, 0.1715873159412364, 0.23467071275238233, 0.2777522492187382, 0.44131105515377483, 0.6544922111997155, 0.8346312532360419, 0.9495098039215686)"
0.25,"(0.4294608775039415, 0.46418999550842044, 0.4973571729039117, 0.5202288992047265, 0.09837556384829846, 0.171169656794069, 0.2353555485315577, 0.2777522492187382, 0.4429432152641957, 0.6538239524432214, 0.8374090310138197, 0.9495098039215686)"
0.25,"(0.39758142985359246, 0.4467523652133017, 0.4815540872653818, 0.5065038405417739, 0.09596028458190996, 0.17230830493700017, 0.23585523888888146, 0.2777522492187382, 0.4373347536774734, 0.6559776871821906, 0.8416693056678323, 0.9495098039215686)"
0.25,"(0.40204531197182, 0.44811005456139763, 0.4834658003029845, 0.5072386340155507, 0.09588231187235832, 0.17262277034580517, 0.23552844150326055, 0.2777522492187382, 0.4372889661316858, 0.6615332427377463, 0.8375026390011656, 0.9495098039215686)"
0.25,"(0.404190122684781, 0.4513003883181582, 0.4845531928384954, 0.5089867407644652, 0.09617470953317704, 0.1718900811348551, 0.23519510816992723, 0.2777522492187382, 0.43808261692533657, 0.6589069801114835, 0.8359874874860141, 0.9495098039215686)"
0.25,"(0.4068064852181475, 0.4516410625347177, 0.48644206486676206, 0.5113384655862988, 0.09691545027391778, 0.1718963656999632, 0.23395713124439033, 0.2777522492187382, 0.4398347536774734, 0.6596988353151034, 0.8305626508847069, 0.9495098039215686)"
0.25,"(0.4082703638324219, 0.4533376389530377, 0.48767790519921844, 0.5127494690246537, 0.0972777691144975, 0.1712115299207878, 0.23368390720067453, 0.2777522492187382, 0.44134990519262485, 0.6586954908334981, 0.8300996879217439, 0.9495098039215686)"
0.25,"(0.41794895940088755, 0.45818830389715365, 0.4915695279488058, 0.514670386998016, 0.09765655699328536, 0.17195796485839926, 0.23368390720067453, 0.2777522492187382, 0.44199093083365054, 0.6601377985258058, 0.8300996879217439, 0.9495098039215686)"
0.25,"(0.42820988261067794, 0.4599377508037628, 0.4938707129688607, 0.5179373416256918, 0.09803795029134532, 0.1716834199916558, 0.23397630486149318, 0.2777522492187382, 0.4421851810279007, 0.6582859466739539, 0.8306949260169821, 0.9495098039215686)"
0.25,"(0.428866744283862, 0.46312328188749124, 0.4956983962873636, 0.5207812469950086, 0.09803795029134532, 0.1724730892595859, 0.23393827791668656, 0.2777522492187382, 0.4421851810279007, 0.6599346921936671, 0.8329825077163286, 0.9495098039215686)"
0.25,"(0.42692819909306723, 0.4644633993024217, 0.49762126250418226, 0.5211990361282985, 0.09803795029134532, 0.17185797121189167, 0.2336406588690675, 0.2777522492187382, 0.4421851810279007, 0.6548315777155527, 0.8314673562011772, 0.9495098039215686)"
0.25,"(0.4259714297695201, 0.46350086018632236, 0.4958925846681294, 0.5200371307089647, 0.09840832066171569, 0.1715873159412364, 0.23398788109128973, 0.2777522492187382, 0.4428262066689264, 0.6544922111997155, 0.8325784673122884, 0.9495098039215686)"
0.25,"(0.4279622497881083, 0.46650485232751326, 0.4970992229875474, 0.5199846042506227, 0.09910157394930859, 0.17150758063074553, 0.23435825146166012, 0.2777522492187382, 0.4455694778904585, 0.6543343537363552, 0.8336895784233994, 0.9495098039215686)"
0.25,"(0.399844945286168, 0.4467153569404843, 0.4824740590697506, 0.5064389782899074, 0.09623350862562581, 0.17267062377757986, 0.23585523888888146, 0.2777522492187382, 0.4377977166404364, 0.656515321590793, 0.8416693056678323, 0.9495098039215686)"
0.25,"(0.4037681135674902, 0.4487173873723825, 0.48502635771771435, 0.508202919280739, 0.09615553591607416, 0.17298508918638492, 0.23552844150326055, 0.2777522492187382, 0.4377519290946488, 0.6620708771463484, 0.8375026390011656, 0.9495098039215686)"
0.25,"(0.40752892077609715, 0.44931626757797694, 0.4854170355517175, 0.5084870641363808, 0.09644793357689288, 0.17225239997543482, 0.23487459534941438, 0.2777522492187382, 0.43854557988829956, 0.6594446145200856, 0.8354972914075828, 0.9495098039215686)"
0.25,"(0.4067426103495908, 0.44848988948115837, 0.4855471900176017, 0.5095011864398711, 0.09691545027391778, 0.17195004256523427, 0.23395713124439033, 0.2777522492187382, 0.4398347536774734, 0.6583846178718537, 0.8305626508847069, 0.9495098039215686)"
0.25,"(0.4121030738773053, 0.4527565525544123, 0.48789315662464566, 0.5130381109794817, 0.0976249913367197, 0.1715796721948639, 0.23368390720067453, 0.2777522492187382, 0.4423915718592915, 0.657743592230828, 0.8300996879217439, 0.9495098039215686)"
0.25,"(0.4125476917975315, 0.4569842175287293, 0.4909942772717662, 0.514625855429356, 0.09802692736365573, 0.17232610713247531, 0.23368390720067453, 0.2777522492187382, 0.4432729821157018, 0.6591858999231357, 0.8300996879217439, 0.9495098039215686)"
0.25,"(0.4209919150662638, 0.4613814770818285, 0.4934414993694739, 0.5173949331677614, 0.09803795029134532, 0.17204573883223548, 0.23397630486149318, 0.2777522492187382, 0.4421851810279007, 0.658823581082556, 0.8306949260169821, 0.9495098039215686)"
0.25,"(0.42398119982982724, 0.46376090006778764, 0.49511719996513687, 0.5187832569599493, 0.09803795029134532, 0.17274631330330176, 0.23365579204098036, 0.2777522492187382, 0.4421851810279007, 0.6623156445746194, 0.8302047299385509, 0.9495098039215686)"
0.25,"(0.4272343755753249, 0.46473785754767877, 0.49667987237961764, 0.5194255007289308, 0.09803795029134532, 0.17188142963976313, 0.2333581729933613, 0.2777522492187382, 0.4421851810279007, 0.6507639405596802, 0.8286895784233994, 0.9495098039215686)"
0.25,"(0.42639427937824304, 0.46676870713449414, 0.49548109675706686, 0.5188160515400918, 0.09840832066171569, 0.17124845552852816, 0.23398788109128973, 0.2777522492187382, 0.4428262066689264, 0.6508274119466811, 0.8325784673122884, 0.9495098039215686)"
0.25,"(0.42893645830146343, 0.46730314734212075, 0.49696588707147227, 0.5189958663064133, 0.09947194431967896, 0.1714663392656564, 0.23435825146166012, 0.2777522492187382, 0.44685152917250975, 0.6511597505617522, 0.8336895784233994, 0.9495098039215686)"
0.25,"(0.39951183259506323, 0.4499736509010901, 0.4816722287484169, 0.5063992581426249, 0.09664001269066645, 0.17297824754609792, 0.23552844150326055, 0.2777522492187382, 0.4461310499737697, 0.6574666850421563, 0.8375026390011656, 0.9495098039215686)"
0.25,"(0.39618707107460605, 0.4479002815166596, 0.48313823718458443, 0.5070709351497013, 0.09615553591607416, 0.17327646864041302, 0.23552844150326055, 0.2777522492187382, 0.4377519290946488, 0.6619640395395108, 0.8375026390011656, 0.9495098039215686)"
0.25,"(0.40110999375269846, 0.4493112824750804, 0.4849566559807624, 0.5080076252800967, 0.09644793357689288, 0.17254377942946292, 0.23423961712009653, 0.2777522492187382, 0.43854557988829956, 0.659337776913248, 0.8333404286624847, 0.9495098039215686)"
0.25,"(0.4021941894657651, 0.4481889106506288, 0.48588483385796893, 0.5089023229470848, 0.09718867431763362, 0.172312361405814, 0.23423961712009653, 0.2777522492187382, 0.4402977166404363, 0.6598997693870052, 0.8333404286624847, 0.9495098039215686)"
0.25,"(0.4078422783819354, 0.4529429916518933, 0.4884899616160968, 0.5125806209000773, 0.09789821538043554, 0.1715796721948639, 0.23368390720067453, 0.2777522492187382, 0.4428545348222545, 0.657743592230828, 0.8300996879217439, 0.9495098039215686)"
0.25,"(0.4125476917975315, 0.4588428262983975, 0.4910535247444829, 0.515233659426219, 0.09802692736365573, 0.17300751444717424, 0.23368390720067453, 0.2777522492187382, 0.4432729821157018, 0.6609581472836185, 0.8300996879217439, 0.9495098039215686)"
0.25,"(0.4206711869486016, 0.4613441479525477, 0.49277915717447923, 0.5170775987368752, 0.09803795029134532, 0.17274399250812036, 0.23397630486149318, 0.2777522492187382, 0.4421851810279007, 0.660467951205187, 0.8306949260169821, 0.9495098039215686)"
0.25,"(0.422388531223634, 0.46236667037464174, 0.4937406404899934, 0.5169685109972454, 0.09803795029134532, 0.17279097220794484, 0.2333581729933613, 0.2777522492187382, 0.4421851810279007, 0.6585112967485326, 0.8286895784233994, 0.9495098039215686)"
0.25,"(0.4268425130287565, 0.46715997701223344, 0.49664568253338354, 0.5192958070621859, 0.09840832066171569, 0.172509263612557, 0.2333581729933613, 0.2777522492187382, 0.4428262066689264, 0.6536350890190641, 0.8286895784233994, 0.9495098039215686)"
0.25,"(0.4268425130287565, 0.4651949297333156, 0.49648669283394053, 0.5183597097155771, 0.09877869103208606, 0.17160306545760617, 0.23370539521558353, 0.2777522492187382, 0.44410825795097764, 0.6513176080251124, 0.8298006895345106, 0.9495098039215686)"
0.25,"(0.42923189490001695, 0.4657785554991938, 0.49708584798037914, 0.5209536814774396, 0.09947194431967896, 0.17216817141695662, 0.23407576558595392, 0.2777522492187382, 0.44685152917250975, 0.6527610577512948, 0.8309118006456216, 0.9495098039215686)"
0.25,"(0.39351177038577373, 0.44970523546105673, 0.4811258432549414, 0.5059548115007052, 0.09664001269066645, 0.17263102532387573, 0.23521979952795188, 0.2777522492187382, 0.4461310499737697, 0.6559515335270049, 0.8356507871493137, 0.9495098039215686)"
0.25,"(0.3961421741564363, 0.4514958299003699, 0.4829389782381707, 0.5072380564463644, 0.09656203998111482, 0.17358511061572166, 0.23521979952795188, 0.2777522492187382, 0.44608526242798213, 0.6638158913913627, 0.8356507871493137, 0.9495098039215686)"
0.25,"(0.40110999375269846, 0.4506290951109333, 0.48395436860923347, 0.5080908699714315, 0.09644793357689288, 0.17254377942946292, 0.2339309751447879, 0.2777522492187382, 0.43854557988829956, 0.659337776913248, 0.8314885768106328, 0.9495098039215686)"
0.25,"(0.4024419106712711, 0.4495756431649326, 0.4854158106917611, 0.5087876529468792, 0.09718867431763362, 0.172312361405814, 0.23365775110107206, 0.2777522492187382, 0.4402977166404363, 0.6598997693870052, 0.8310256138476698, 0.9495098039215686)"
0.25,"(0.41002899630307504, 0.45100979142732456, 0.4884045960210723, 0.5122153738793805, 0.09753589653985582, 0.17128205314724484, 0.23337526522536586, 0.2777522492187382, 0.441339383307103, 0.6572533961523968, 0.828247836069892, 0.9495098039215686)"
0.25,"(0.41077614279726, 0.45581442050910614, 0.4882197941868428, 0.5139672530525659, 0.09837414958587795, 0.17270989539955517, 0.23337526522536586, 0.2777522492187382, 0.4443146487823685, 0.660467951205187, 0.828247836069892, 0.9495098039215686)"
0.25,"(0.41963974064995874, 0.45951693064841004, 0.4917603800185775, 0.516472915322377, 0.09803795029134532, 0.17274399250812036, 0.23304953101805265, 0.2777522492187382, 0.4421851810279007, 0.660467951205187, 0.8268377265715475, 0.9495098039215686)"
0.25,"(0.4255848842476625, 0.4628225850847899, 0.4939088776884345, 0.5181228226897734, 0.09803795029134532, 0.17311776959356576, 0.23341990138842303, 0.2777522492187382, 0.4421851810279007, 0.659793348030584, 0.827478752212573, 0.9495098039215686)"
0.25,"(0.4268425130287565, 0.46536811347945334, 0.49544034021720085, 0.51994527218684, 0.09877869103208606, 0.17282372902136203, 0.23341990138842303, 0.2777522492187382, 0.44410825795097764, 0.6539974078596438, 0.827478752212573, 0.9495098039215686)"
0.25,"(0.42729744598537395, 0.4656417042957441, 0.49585649962890876, 0.5215183822416889, 0.09877869103208606, 0.1726270719292131, 0.23376712361064525, 0.2777522492187382, 0.44410825795097764, 0.6543061894919548, 0.8285898633236842, 0.9495098039215686)"
0.25,"(0.42923189490001695, 0.4657013647941703, 0.4959435288731885, 0.5203254787240444, 0.09947194431967896, 0.17216817141695662, 0.23444613595632427, 0.2777522492187382, 0.44685152917250975, 0.6527610577512948, 0.8315528262866472, 0.9495098039215686)"
