0.25,0.0,0.1,0.9,"(0.4149419124057915, 0.4272337085561226, 0.46742773391014936, 0.5045119535104335, 0.09742671226373736, 0.18067566101930624, 0.23337128095838525, 0.27797132020870446, 0.4301976878115135, 0.6839467342477786, 0.8203778083031975, 0.9483986928104574)"
0.25,0.0,0.1,1.0,"(0.41478333386902283, 0.4285235281744957, 0.4695171438400582, 0.5037147809009711, 0.09678311784965116, 0.18033456882370585, 0.233024058736163, 0.27797132020870446, 0.42717570978953556, 0.6840502200865586, 0.8192666971920864, 0.9483986928104574)"
0.25,0.0,0.2,0.0,"(0.415431878893589, 0.43292603140316366, 0.46848047558832556, 0.49908181376145894, 0.09590270747339082, 0.17899845220232016, 0.23291815689899975, 0.27797132020870446, 0.40628565077447654, 0.6667611270989363, 0.8160298468964124, 0.9483986928104574)"
0.25,0.0,0.2,0.1,"(0.42345477198350906, 0.43539294058941264, 0.47367662537755867, 0.5030000243556239, 0.09722096076098372, 0.17861412567640103, 0.23291815689899975, 0.27797132020870446, 0.4301905653043911, 0.6640262462390554, 0.8160298468964124, 0.9483986928104574)"
0.25,0.0,0.2,0.2,"(0.42565347124750696, 0.4373847564408025, 0.4748669801600204, 0.5053316659635798, 0.09791184395186692, 0.17930148395304502, 0.23312145976295462, 0.27797132020870446, 0.4323467424605682, 0.6670565492693584, 0.8157713091378747, 0.9483986928104574)"
0.25,0.0,0.2,0.3,"(0.42120442474078196, 0.43711679446552754, 0.4742961860802507, 0.5029917736296682, 0.0979257328407558, 0.1796852722201249, 0.2337876039635816, 0.27797132020870446, 0.4323467424605682, 0.6834901157029251, 0.8192633726299382, 0.9483986928104574)"
0.25,0.0,0.2,0.4,"(0.42163324761851023, 0.4353172741127952, 0.47279056110320644, 0.5030853921718631, 0.0979257328407558, 0.17943850320286409, 0.23245569513167277, 0.27797132020870446, 0.4323467424605682, 0.6834972382100475, 0.8171517587536186, 0.9483986928104574)"
0.25,0.0,0.2,0.5,"(0.4214098043078281, 0.436469878336673, 0.472815236188041, 0.5018618142087037, 0.09804933419386536, 0.17939546838151124, 0.23245047374487243, 0.27797132020870446, 0.4329948906087163, 0.6831147503275596, 0.8164302580321178, 0.9483986928104574)"
0.25,0.0,0.2,0.6,"(0.42036352512394176, 0.4359894221932616, 0.47282445900479575, 0.5062201074549052, 0.09804933419386536, 0.1797060214526422, 0.23379100012810441, 0.27797132020870446, 0.4329948906087163, 0.683140187852997, 0.8204639639775884, 0.9483986928104574)"
0.25,0.0,0.2,0.7,"(0.4162725641089626, 0.4298866363551001, 0.4744960428465962, 0.5066859506961466, 0.09804933419386536, 0.17898842886004962, 0.2334359807513459, 0.27797132020870446, 0.4329948906087163, 0.6820824955453048, 0.8203778083031975, 0.9483986928104574)"
0.25,0.0,0.2,0.8,"(0.41592275591942535, 0.4287323545144239, 0.4729966117746554, 0.506003257902291, 0.09836984701437818, 0.18006063138172024, 0.2334359807513459, 0.27797132020870446, 0.43348508668714764, 0.6836303839314284, 0.8203778083031975, 0.9483986928104574)"
0.25,0.0,0.2,0.9,"(0.41553089337285704, 0.4266477199604127, 0.4712259345031919, 0.5033010844711255, 0.09743597409572774, 0.1804310017520906, 0.2334359807513459, 0.27797132020870446, 0.4290987867126124, 0.6842714095724541, 0.8203778083031975, 0.9483986928104574)"
0.25,0.0,0.2,1.0,"(0.41322546772716573, 0.42763081205217596, 0.46929531222817894, 0.5025377066635285, 0.09706560372535737, 0.17974977350206842, 0.233024058736163, 0.27797132020870446, 0.42845776107158684, 0.6828597438960825, 0.8192666971920864, 0.9483986928104574)"
0.25,0.0,0.3,0.0,"(0.4183806876465127, 0.43171222174237056, 0.46848664389065614, 0.4987793171385421, 0.09561535115155172, 0.1784684814420863, 0.23291815689899975, 0.27797132020870446, 0.4051745396633654, 0.666086523924333, 0.8160298468964124, 0.9483986928104574)"
0.25,0.0,0.3,0.1,"(0.4232537462619334, 0.4340220493603521, 0.471314345341271, 0.5013404486563708, 0.09693360443914466, 0.17808415491616714, 0.23291815689899975, 0.27797132020870446, 0.42907945419328, 0.6632821986200078, 0.8160298468964124, 0.9483986928104574)"
0.25,0.0,0.3,0.2,"(0.4254524455259313, 0.4365252431755664, 0.4721432680804241, 0.503111235079498, 0.09762448763002783, 0.17807706874836665, 0.23312145976295462, 0.27797132020870446, 0.43123563134945714, 0.6637556834684927, 0.8157713091378747, 0.9483986928104574)"
0.25,0.0,0.3,0.3,"(0.42264484425901966, 0.4346426906900838, 0.47142118992115606, 0.5016075152931863, 0.09729115429669451, 0.17813405962982562, 0.23314657832255595, 0.27797132020870446, 0.42972047983430556, 0.6789071986200079, 0.8182829804730755, 0.9483986928104574)"
0.25,0.0,0.3,0.4,"(0.42081315311440753, 0.4350292151562506, 0.47071376258054853, 0.49990039893243043, 0.09729115429669451, 0.17894677720913582, 0.23245569513167277, 0.27797132020870446, 0.42972047983430556, 0.6823525495653587, 0.8171517587536186, 0.9483986928104574)"
0.25,0.0,0.3,0.5,"(0.42057947314619776, 0.4348055942353924, 0.4701092389389131, 0.49990998166986955, 0.09701793025297865, 0.1784978505624538, 0.23281279258545215, 0.27797132020870446, 0.4292575168713426, 0.6814999762127855, 0.8179454095472694, 0.9483986928104574)"
0.25,0.0,0.3,0.6,"(0.41908637847079405, 0.43491814093645154, 0.4704403835707194, 0.5017836141322233, 0.09776197787202627, 0.17882882847018608, 0.23379100012810441, 0.27797132020870446, 0.43188377949760526, 0.6813544735672826, 0.8204639639775884, 0.9483986928104574)"
0.25,0.0,0.3,0.7,"(0.41765535529676473, 0.43123707424288127, 0.4732278870621195, 0.5039471124741469, 0.09776197787202627, 0.17811123587759348, 0.2334359807513459, 0.27797132020870446, 0.43188377949760526, 0.6802967812595904, 0.8203778083031975, 0.9483986928104574)"
0.25,0.0,0.3,0.8,"(0.41477760682036996, 0.4279730266789847, 0.47203994312843955, 0.5023027550900239, 0.09808249069253909, 0.1791834383992641, 0.2334359807513459, 0.27797132020870446, 0.43237397557603663, 0.6818446696457141, 0.8203778083031975, 0.9483986928104574)"
0.25,0.0,0.3,0.9,"(0.4150108908301696, 0.42754272506837254, 0.47009227371760165, 0.5009431923092487, 0.09714861777388868, 0.17955380876963442, 0.2334359807513459, 0.27797132020870446, 0.42798767560150136, 0.6824856952867397, 0.8203778083031975, 0.9483986928104574)"
0.25,0.0,0.3,1.0,"(0.41021335921227514, 0.4259806174133514, 0.468711766301024, 0.49899895854608495, 0.09639213433760228, 0.17852535829739005, 0.23368399662436176, 0.27797132020870446, 0.42485927622310193, 0.6799629184992572, 0.8222970002223896, 0.9483986928104574)"
0.25,0.0,0.4,0.0,"(0.4221028320131529, 0.4305066669920528, 0.46707019442923087, 0.49773249174948436, 0.09561535115155172, 0.17816979921615947, 0.23291815689899975, 0.27797132020870446, 0.4051745396633654, 0.6657243860621951, 0.8160298468964124, 0.9483986928104574)"
0.25,0.0,0.4,0.1,"(0.4208100675024934, 0.43262416145143656, 0.46967259814451623, 0.5005588622267203, 0.09661913903033961, 0.17845949229808347, 0.23291815689899975, 0.27797132020870446, 0.42352389863772444, 0.6653132231510323, 0.8160298468964124, 0.9483986928104574)"
0.25,0.0,0.4,0.2,"(0.42183268677945257, 0.43442431356114714, 0.47153001914826426, 0.5019539283799165, 0.09762448763002783, 0.1781051839080608, 0.23312145976295462, 0.27797132020870446, 0.43123563134945714, 0.664675596888406, 0.8157713091378747, 0.9483986928104574)"
0.25,0.0,0.4,0.3,"(0.4217635047409172, 0.43430391093367887, 0.4712147774368814, 0.5025208751740697, 0.09729115429669451, 0.17848897217514068, 0.23314657832255595, 0.27797132020870446, 0.42972047983430556, 0.6811091633219726, 0.8182829804730755, 0.9483986928104574)"
0.25,0.0,0.4,0.4,"(0.4223792957435687, 0.4352473877983622, 0.47100205330240585, 0.5021215016779361, 0.09729115429669451, 0.17857806697200457, 0.2328180139722525, 0.27797132020870446, 0.42972047983430556, 0.6821613518741612, 0.8186669102687701, 0.9483986928104574)"
0.25,0.0,0.4,0.5,"(0.4209838156004986, 0.4345222785556162, 0.4697327279775274, 0.4999745227744888, 0.09701793025297865, 0.1775433041389961, 0.23320961798227755, 0.27797132020870446, 0.4292575168713426, 0.6777708349836441, 0.8190565206583804, 0.9483986928104574)"
0.25,0.0,0.4,0.6,"(0.4160271734938536, 0.43149615771749233, 0.46795274916497587, 0.5026199447902919, 0.09701793025297865, 0.17850972140765797, 0.23349860246728574, 0.27797132020870446, 0.4292575168713426, 0.6807592354720445, 0.8196703131839377, 0.9483986928104574)"
0.25,0.0,0.4,0.7,"(0.414656636305203, 0.4299142550523049, 0.46760066389742155, 0.5049011350070995, 0.09741475564980408, 0.1781393510372876, 0.2337564935718587, 0.27797132020870446, 0.43036862798245373, 0.6812166946795039, 0.8208680043816289, 0.9483986928104574)"
0.25,0.0,0.4,0.8,"(0.41357480776738714, 0.4286151416583454, 0.4710256580950731, 0.5042871373350712, 0.09812977946933608, 0.1792115535589582, 0.2337564935718587, 0.27797132020870446, 0.4315081747102357, 0.6827645830656274, 0.8208680043816289, 0.9483986928104574)"
0.25,0.0,0.4,0.9,"(0.4136842311744338, 0.4287548712916907, 0.4697284530674036, 0.5029673022105523, 0.09673579530626326, 0.17958192392932856, 0.23405411261947776, 0.27797132020870446, 0.4265987867126125, 0.6834056087066531, 0.8223831558967805, 0.9483986928104574)"
0.25,0.0,0.4,1.0,"(0.41239492425521346, 0.42726151389224415, 0.466452705378626, 0.5004772199945393, 0.09641528248575043, 0.17855347345708417, 0.23400450944487458, 0.27797132020870446, 0.42508363519746095, 0.6808828319191704, 0.822787196300821, 0.9483986928104574)"
0.25,0.0,0.5,0.0,"(0.4205186529541439, 0.4316007800500993, 0.4676643471895105, 0.49634463000358015, 0.09591297019917076, 0.17816979921615947, 0.23353884655417217, 0.27797132020870446, 0.40668969117851694, 0.6657243860621951, 0.825474291340857, 0.9483986928104574)"
0.25,0.0,0.5,0.1,"(0.41856940725044733, 0.43429422270769324, 0.4699528674281702, 0.49901266912198117, 0.09731002222122281, 0.1791408996127824, 0.2338656439397931, 0.27797132020870446, 0.42568007579390155, 0.6832619410997502, 0.8296409580075237, 0.9483986928104574)"
0.25,0.0,0.5,0.2,"(0.4200480602460083, 0.4348782238399104, 0.47113930796911574, 0.5015273893154609, 0.09731002222122281, 0.17913381344498194, 0.233094587829389, 0.27797132020870446, 0.42568007579390155, 0.6837354259482351, 0.8200686947587897, 0.9483986928104574)"
0.25,0.0,0.5,0.3,"(0.419678008895194, 0.43464333881103917, 0.47199442581990386, 0.49963851928751624, 0.09729115429669451, 0.17848897217514068, 0.23380253805008286, 0.27797132020870446, 0.42972047983430556, 0.6811091633219726, 0.8245857136875734, 0.9483986928104574)"
0.25,0.0,0.5,0.4,"(0.41870123296987566, 0.4357131057297592, 0.4724804231842589, 0.5007438011266736, 0.09729115429669451, 0.17857806697200457, 0.23310537029409154, 0.27797132020870446, 0.42972047983430556, 0.6821613518741612, 0.8197780213798811, 0.9483986928104574)"
0.25,0.0,0.5,0.5,"(0.41724544091045945, 0.43480163271667266, 0.4694162364391188, 0.49954377804769, 0.09701793025297865, 0.17819145228714425, 0.23349697430411662, 0.27797132020870446, 0.4292575168713426, 0.6802637124765217, 0.8201676317694915, 0.9483986928104574)"
0.25,0.0,0.5,0.6,"(0.4165390048343313, 0.4322803603969951, 0.4695803451191341, 0.5022371320784479, 0.09701793025297865, 0.17850972140765797, 0.2337859587891248, 0.27797132020870446, 0.4292575168713426, 0.6807592354720445, 0.8207814242950487, 0.9483986928104574)"
0.25,0.0,0.5,0.7,"(0.4138791607264604, 0.43032346279067235, 0.46727334966221507, 0.5037222035310329, 0.09639748398704058, 0.17779212881506537, 0.2340438498936978, 0.27797132020870446, 0.42645989782372357, 0.6797015431643523, 0.8219791154927399, 0.9483986928104574)"
0.25,0.0,0.5,0.8,"(0.4145595849956608, 0.42843858659085143, 0.4700424251831261, 0.5028466836498314, 0.09699253261657197, 0.178864331336736, 0.23434146894131686, 0.27797132020870446, 0.42806120501326606, 0.6812494315504759, 0.8234942670078915, 0.9483986928104574)"
0.25,0.0,0.5,0.9,"(0.41446438107626654, 0.428956156001452, 0.4688047283757905, 0.5018386206583381, 0.09599174768721562, 0.17923470170710637, 0.2346390879889359, 0.27797132020870446, 0.42397252408634983, 0.6818904571915015, 0.8250094185230431, 0.9483986928104574)"
0.25,0.0,0.5,1.0,"(0.415609875301259, 0.42799109819621733, 0.46759294948166297, 0.5003816341978973, 0.09599174768721562, 0.17855347345708417, 0.2346541846072934, 0.27797132020870446, 0.42397252408634983, 0.6808828319191704, 0.8244359418205341, 0.9483986928104574)"
0.25,0.0,0.6,0.0,"(0.4191658552256689, 0.4328195890330419, 0.4678418580055224, 0.4979827828992287, 0.09591297019917076, 0.17817608378126756, 0.2338656439397931, 0.27797132020870446, 0.40668969117851694, 0.6654912858290949, 0.8296409580075237, 0.9483986928104574)"
0.25,0.0,0.6,0.1,"(0.4193772398416844, 0.4361114784404145, 0.47117762804892305, 0.49982054768069734, 0.09760764126884185, 0.17882038679226958, 0.2338656439397931, 0.27797132020870446, 0.427195227309053, 0.6817467895845988, 0.8296409580075237, 0.9483986928104574)"
0.25,0.0,0.6,0.2,"(0.41910770744042425, 0.43544248756710824, 0.4713043069294328, 0.500389761919683, 0.09760764126884185, 0.17881330062446912, 0.23284399618863716, 0.27797132020870446, 0.427195227309053, 0.6822202744330835, 0.8193224822953097, 0.9483986928104574)"
0.25,0.0,0.6,0.3,"(0.4188698014387404, 0.43532171210637943, 0.47285243473556876, 0.4998636069508938, 0.09697668888788945, 0.17851568157685008, 0.23387245922984382, 0.27797132020870446, 0.42416492427875, 0.6807051229179321, 0.8243296973025248, 0.9483986928104574)"
0.25,0.0,0.6,0.4,"(0.4187069633945661, 0.43498001678049325, 0.47220170937906053, 0.500697688234394, 0.09729115429669451, 0.1779489121761831, 0.23350208885947346, 0.27797132020870446, 0.42972047983430556, 0.6787943485071577, 0.8236886716614992, 0.9483986928104574)"
0.25,0.0,0.6,0.5,"(0.4168527792039816, 0.4343904772923778, 0.4702911261065335, 0.49984116480220836, 0.09667070803075643, 0.17858853205922404, 0.23419131191711756, 0.27797132020870446, 0.42884085020467594, 0.6805006977135069, 0.825593433566261, 0.9483986928104574)"
0.25,0.0,0.6,0.6,"(0.41640992588510084, 0.43175415121940197, 0.47065286444180005, 0.5027316246100768, 0.09667070803075643, 0.17818920858714515, 0.23454499619508642, 0.27797132020870446, 0.42884085020467594, 0.6792440839568932, 0.8262072260918182, 0.9483986928104574)"
0.25,0.0,0.6,0.7,"(0.41324971829762375, 0.4309581001234809, 0.4662462376256186, 0.5041428170856688, 0.0973525753516147, 0.17782622592363057, 0.23444056845907973, 0.27797132020870446, 0.43019727156109727, 0.6786765877276323, 0.825889765774358, 0.9483986928104574)"
0.25,0.0,0.6,0.8,"(0.41319789078836977, 0.42939449905882826, 0.46450906937029196, 0.5026264578889852, 0.09665948272995067, 0.17819659629400095, 0.23532820421513653, 0.27797132020870446, 0.4255738312758923, 0.6786231689242134, 0.8297137195983119, 0.9483986928104574)"
0.25,0.0,0.6,0.9,"(0.4124771443541973, 0.42896666906677877, 0.4671565565292955, 0.5003847804826895, 0.09633896990943785, 0.17891418888659355, 0.23569052305571628, 0.27797132020870446, 0.42508363519746095, 0.6803753056763501, 0.8312288711134633, 0.9483986928104574)"
0.25,0.0,0.6,1.0,"(0.41148614676209444, 0.4306300146335453, 0.4671088336671033, 0.499794182420282, 0.09668619213166006, 0.17788573841434913, 0.23501650344787312, 0.27797132020870446, 0.42619474630857207, 0.6778525288888674, 0.8259510933356856, 0.9483986928104574)"
0.25,0.0,0.7,0.0,"(0.4196678809504507, 0.4339633651852631, 0.4668250441160202, 0.498347166780326, 0.09593339503577208, 0.1775860670728298, 0.2348358319227247, 0.27797132020870446, 0.4065187510075768, 0.6593404921783014, 0.8317798996056683, 0.9483986928104574)"
0.25,0.0,0.7,0.1,"(0.4185159784891566, 0.43698230041861846, 0.47123619297098934, 0.5001607299056001, 0.09795486349106408, 0.17852798913145085, 0.2338742934611862, 0.27797132020870446, 0.42830633842016413, 0.6811515514893607, 0.8303093113703742, 0.9483986928104574)"
0.25,0.0,0.7,0.2,"(0.41960935413509276, 0.43675014641010623, 0.4715869536005379, 0.5016326246269209, 0.09795486349106408, 0.1785209029636504, 0.23345186533098905, 0.27797132020870446, 0.42830633842016413, 0.6816250363378455, 0.8209237894848521, 0.9483986928104574)"
0.25,0.0,0.7,0.3,"(0.4210795107574912, 0.43709898904829825, 0.4737357388095077, 0.5010750383072955, 0.09795486349106408, 0.1785856027566111, 0.2344803283721957, 0.27797132020870446, 0.42830633842016413, 0.6816250363378455, 0.8259310044920674, 0.9483986928104574)"
0.25,0.0,0.7,0.4,"(0.4210576995617373, 0.4368660863744687, 0.4731243988476839, 0.5014475817088907, 0.09762153015773073, 0.1780037367375866, 0.23410995800182535, 0.27797132020870446, 0.42679118690501266, 0.6793102215230307, 0.8252899788510416, 0.9483986928104574)"
0.25,0.0,0.7,0.5,"(0.4192865348128518, 0.43537930235532024, 0.47129188572711017, 0.5006063098852317, 0.09701793025297865, 0.1780037367375866, 0.23479918105946945, 0.27797132020870446, 0.42995196131578706, 0.6793102215230307, 0.8271947407558035, 0.9483986928104574)"
0.25,0.0,0.7,0.6,"(0.4192865348128518, 0.4334291356340322, 0.4712517452573422, 0.5037911479398064, 0.09730528657481775, 0.1777551372978107, 0.23551518417801803, 0.27797132020870446, 0.4310630724268982, 0.6731848653976745, 0.8293236847965121, 0.9483986928104574)"
0.25,0.0,0.7,0.7,"(0.4154249027492323, 0.4300768061140142, 0.46704846094836655, 0.5038758432459954, 0.09667910596385963, 0.17630419167133315, 0.2357083754896304, 0.27797132020870446, 0.4265987867126125, 0.6702242067752514, 0.8305213759942035, 0.9483986928104574)"
0.25,0.0,0.7,0.8,"(0.4135687199232229, 0.4308885697292739, 0.4673459057019798, 0.5036852834759448, 0.09700670495217288, 0.17702178426392573, 0.23629839219806817, 0.27797132020870446, 0.42668494238700344, 0.6712818990829436, 0.8328301783030058, 0.9483986928104574)"
0.25,0.0,0.7,0.9,"(0.41190775027113147, 0.43093738224049066, 0.46413928297634743, 0.5021965924141034, 0.09668619213166006, 0.17773937685651833, 0.23629839219806817, 0.27797132020870446, 0.42619474630857207, 0.6730340358350803, 0.8328301783030058, 0.9483986928104574)"
0.25,0.0,0.7,1.0,"(0.4118716608148764, 0.4317388970527907, 0.4685657122343526, 0.50146864304767, 0.09738063657610452, 0.17699828270611304, 0.235624372590225, 0.27797132020870446, 0.4284169685307943, 0.6716223701587087, 0.827552400525228, 0.9483986928104574)"
0.25,0.0,0.8,0.0,"(0.4193724443518972, 0.43022246156895777, 0.4664999823918334, 0.49664664098150246, 0.09585708245945952, 0.1773558816802704, 0.23455805414494693, 0.27797132020870446, 0.40692279141161714, 0.6586402120662564, 0.8299280477538163, 0.9483986928104574)"
0.25,0.0,0.8,0.1,"(0.4186754748472205, 0.4332902016682355, 0.4712289741521903, 0.49930522606528827, 0.09723124070861777, 0.1780001846912724, 0.23359651568340845, 0.27797132020870446, 0.42591317602700174, 0.6748957158217603, 0.8284574595185223, 0.9483986928104574)"
0.25,0.0,0.8,0.2,"(0.4192174915885244, 0.43299729951348465, 0.47191351080989075, 0.4998791714075522, 0.09755803809423869, 0.178719108624482, 0.23317408755321128, 0.27797132020870446, 0.427195227309053, 0.6787918197178642, 0.8190719376330003, 0.9483986928104574)"
0.25,0.0,0.8,0.3,"(0.42050779770870234, 0.432906107895535, 0.4729399349747804, 0.5006181276726275, 0.09755803809423869, 0.17843658619522046, 0.23420255059441794, 0.27797132020870446, 0.427195227309053, 0.6777501530511976, 0.8240791526402156, 0.9483986928104574)"
0.25,0.0,0.8,0.4,"(0.41858782896101515, 0.4331809617744044, 0.47271897065897756, 0.5005869485553789, 0.09722470476090533, 0.17747593229740813, 0.23383218022404756, 0.27797132020870446, 0.42568007579390155, 0.6730543858554303, 0.8234381269991898, 0.9483986928104574)"
0.25,0.0,0.8,0.5,"(0.42087946649046404, 0.432176927136191, 0.4713908717759115, 0.49971185734420565, 0.09721841220242726, 0.17776832995822686, 0.23488372212227135, 0.27797132020870446, 0.4271936085574343, 0.6736496239506685, 0.8268580404191032, 0.9483986928104574)"
0.25,0.0,0.8,0.6,"(0.4194715173149681, 0.4309714963292531, 0.4715219809185006, 0.5031217595631984, 0.0975467665001212, 0.17743572761904555, 0.2355350254478593, 0.27797132020870446, 0.43234512370894945, 0.6712818990829437, 0.8289869844598118, 0.9483986928104574)"
0.25,0.0,0.8,0.7,"(0.4201440569431961, 0.4311420248777714, 0.46978126262100156, 0.5053567775194429, 0.09729955222979769, 0.17667456204170354, 0.23572821675947167, 0.27797132020870446, 0.43009085020467597, 0.6708652324162769, 0.8301846756575031, 0.9483986928104574)"
0.25,0.0,0.8,0.8,"(0.41882457310588733, 0.43034394204228665, 0.4664944884501308, 0.5044559604889386, 0.09762715121811096, 0.17736900648614798, 0.23602061442029038, 0.27797132020870446, 0.4301770058790669, 0.6723930101940546, 0.8309783264511539, 0.9483986928104574)"
0.25,0.0,0.8,0.9,"(0.41106729893470945, 0.42840039911962485, 0.4652410269796302, 0.500738792500803, 0.09730663839759814, 0.17802673317835743, 0.23602061442029038, 0.27797132020870446, 0.42968680980063556, 0.6741451469461914, 0.8309783264511539, 0.9483986928104574)"
0.25,0.0,0.8,1.0,"(0.41275863972946714, 0.4301060732124439, 0.46672386628405443, 0.5006184140874966, 0.09767428545642166, 0.17699828270611304, 0.2353465948124472, 0.27797132020870446, 0.4277423653561911, 0.6716223701587087, 0.8257005486733762, 0.9483986928104574)"
0.25,0.0,0.9,0.0,"(0.4211903541791094, 0.4304454744230752, 0.4664741709513391, 0.49662158222685543, 0.09622745282982989, 0.1773558816802704, 0.23359651568340845, 0.27797132020870446, 0.4075638170526428, 0.6586402120662564, 0.8284574595185223, 0.9483986928104574)"
0.25,0.0,0.9,0.1,"(0.42079849163254107, 0.43446761286004254, 0.47095436897707277, 0.4989303556260664, 0.09723124070861777, 0.17770256564365336, 0.23368910827600106, 0.27797132020870446, 0.42591317602700174, 0.6733805643066089, 0.8272466333076962, 0.9483986928104574)"
